tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0019777,movie,The Cocoanuts,The Cocoanuts,0,1929,\N,96,"Comedy,Musical,Romance"
tt0021884,movie,Frankenstein,Frankenstein,0,1931,\N,70,"Drama,Horror,Sci-Fi"
tt0022054,movie,The Last Flight,The Last Flight,0,1931,\N,76,Drama
tt0022626,movie,American Madness,American Madness,0,1932,\N,75,"Drama,Mystery"
tt0022958,movie,Grand Hotel,Grand Hotel,0,1932,\N,112,"Drama,Romance"
tt0023622,movie,Trouble in Paradise,Trouble in Paradise,0,1932,\N,83,"Comedy,Crime,Romance"
tt0023686,movie,What Price Hollywood?,What Price Hollywood?,0,1932,\N,88,"Drama,Romance"
tt0023969,movie,Duck Soup,Duck Soup,0,1933,\N,69,"Comedy,Musical"
tt0024216,movie,King Kong,King Kong,0,1933,\N,100,"Adventure,Horror"
tt0024368,movie,Mystery of the Wax Museum,Mystery of the Wax Museum,0,1933,\N,77,"Horror,Mystery,Thriller"
tt0025878,movie,The Thin Man,The Thin Man,0,1934,\N,91,"Comedy,Crime,Mystery"
tt0025905,movie,Transatlantic Merry-Go-Round,Transatlantic Merry-Go-Round,0,1934,\N,91,"Comedy,Musical,Mystery"
tt0027996,movie,Mr. Deeds Goes to Town,Mr. Deeds Goes to Town,0,1936,\N,115,"Comedy,Drama,Romance"
tt0029162,movie,Lost Horizon,Lost Horizon,0,1937,\N,132,"Adventure,Drama,Fantasy"
tt0031679,movie,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,0,1939,\N,129,"Comedy,Drama"
tt0031725,movie,Ninotchka,Ninotchka,0,1939,\N,110,"Comedy,Romance"
tt0032138,movie,The Wizard of Oz,The Wizard of Oz,0,1939,\N,102,"Adventure,Family,Fantasy"
tt0032551,movie,The Grapes of Wrath,The Grapes of Wrath,0,1940,\N,129,Drama
tt0032599,movie,His Girl Friday,His Girl Friday,0,1940,\N,92,"Comedy,Drama,Romance"
tt0033467,movie,Citizen Kane,Citizen Kane,0,1941,\N,119,"Drama,Mystery"
tt0033553,movie,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,0,1941,\N,113,"Drama,Horror,Sci-Fi"
tt0033891,movie,Meet John Doe,Meet John Doe,0,1941,\N,122,"Comedy,Drama,Romance"
tt0034240,movie,Sullivan's Travels,Sullivan's Travels,0,1941,\N,90,"Adventure,Comedy,Drama"
tt0035423,movie,Kate & Leopold,Kate & Leopold,0,2001,\N,118,"Comedy,Fantasy,Romance"
tt0036027,movie,I Walked with a Zombie,I Walked with a Zombie,0,1943,\N,69,"Drama,Fantasy,Horror"
tt0036104,movie,The Leopard Man,The Leopard Man,0,1943,\N,66,"Film-Noir,Horror,Thriller"
tt0036341,movie,The Seventh Victim,The Seventh Victim,0,1943,\N,71,"Drama,Horror,Mystery"
tt0036733,movie,The Curse of the Cat People,The Curse of the Cat People,0,1944,\N,70,"Drama,Horror,Mystery"
tt0036775,movie,Double Indemnity,Double Indemnity,0,1944,\N,107,"Crime,Drama,Film-Noir"
tt0037343,movie,Tall in the Saddle,Tall in the Saddle,0,1944,\N,87,Western
tt0037549,movie,The Body Snatcher,The Body Snatcher,0,1945,\N,78,"Horror,Thriller"
tt0037820,movie,Isle of the Dead,Isle of the Dead,0,1945,\N,71,"Drama,Horror,Mystery"
tt0037884,movie,The Lost Weekend,The Lost Weekend,0,1945,\N,101,"Drama,Film-Noir"
tt0038650,movie,It's a Wonderful Life,It's a Wonderful Life,0,1946,\N,130,"Drama,Family,Fantasy"
tt0040202,movie,Call Northside 777,Call Northside 777,0,1948,\N,112,"Drama,Film-Noir"
tt0040525,movie,The Lady from Shanghai,The Lady from Shanghai,0,1947,\N,87,"Crime,Drama,Film-Noir"
tt0040613,movie,Mr. Blandings Builds His Dream House,Mr. Blandings Builds His Dream House,0,1948,\N,94,"Comedy,Romance"
tt0040835,movie,Station West,Station West,0,1948,\N,97,Western
tt0041827,movie,Roughshod,Roughshod,0,1949,\N,88,"Action,Adventure,Drama"
tt0041866,movie,She Wore a Yellow Ribbon,She Wore a Yellow Ribbon,0,1949,\N,104,Western
tt0041959,movie,The Third Man,The Third Man,0,1949,\N,93,"Film-Noir,Mystery,Thriller"
tt0043014,movie,Sunset Boulevard,Sunset Blvd.,0,1950,\N,110,"Drama,Film-Noir"
tt0043456,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,0,1951,\N,92,"Drama,Sci-Fi"
tt0045943,movie,Julius Caesar,Julius Caesar,0,1953,\N,120,"Drama,History"
tt0046359,movie,Stalag 17,Stalag 17,0,1953,\N,120,"Comedy,Drama,War"
tt0046534,movie,The War of the Worlds,The War of the Worlds,0,1953,\N,85,"Action,Sci-Fi,Thriller"
tt0047296,movie,On the Waterfront,On the Waterfront,0,1954,\N,108,"Crime,Drama,Thriller"
tt0047396,movie,Rear Window,Rear Window,0,1954,\N,112,"Mystery,Thriller"
tt0047443,movie,Salt of the Earth,Salt of the Earth,0,1954,\N,94,"Drama,History"
tt0047478,movie,Seven Samurai,Shichinin no samurai,0,1954,\N,207,"Action,Drama"
tt0047673,movie,White Christmas,White Christmas,0,1954,\N,120,"Comedy,Musical,Romance"
tt0047849,movie,Bad Day at Black Rock,Bad Day at Black Rock,0,1955,\N,81,"Crime,Drama,Mystery"
tt0049470,movie,The Man Who Knew Too Much,The Man Who Knew Too Much,0,1956,\N,120,"Drama,Thriller"
tt0049730,movie,The Searchers,The Searchers,0,1956,\N,119,"Adventure,Drama,Western"
tt0050105,movie,An Affair to Remember,An Affair to Remember,0,1957,\N,115,"Drama,Romance"
tt0050976,movie,The Seventh Seal,Det sjunde inseglet,0,1957,\N,96,"Drama,Fantasy"
tt0051036,movie,Sweet Smell of Success,Sweet Smell of Success,0,1957,\N,96,"Drama,Film-Noir"
tt0051201,movie,Witness for the Prosecution,Witness for the Prosecution,0,1957,\N,116,"Crime,Drama,Mystery"
tt0052311,movie,Touch of Evil,Touch of Evil,0,1958,\N,95,"Crime,Drama,Film-Noir"
tt0052357,movie,Vertigo,Vertigo,0,1958,\N,128,"Mystery,Romance,Thriller"
tt0052561,movie,Anatomy of a Murder,Anatomy of a Murder,0,1959,\N,161,"Drama,Mystery"
tt0053125,movie,North by Northwest,North by Northwest,0,1959,\N,136,"Action,Adventure,Mystery"
tt0053285,movie,Sleeping Beauty,Sleeping Beauty,0,1959,\N,75,"Adventure,Animation,Family"
tt0053291,movie,Some Like It Hot,Some Like It Hot,0,1959,\N,121,"Comedy,Music,Romance"
tt0053604,movie,The Apartment,The Apartment,0,1960,\N,125,"Comedy,Drama,Romance"
tt0053619,movie,L'Avventura,L'avventura,0,1960,\N,144,"Drama,Mystery,Romance"
tt0054167,movie,Peeping Tom,Peeping Tom,0,1960,\N,101,"Drama,Horror,Thriller"
tt0054215,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller"
tt0054240,movie,Orgy of the Dead,Orgy of the Dead,0,1965,\N,92,"Fantasy,Horror"
tt0054997,movie,The Hustler,The Hustler,0,1961,\N,134,"Drama,Sport"
tt0055601,movie,Viridiana,Viridiana,0,1961,\N,91,Drama
tt0056869,movie,The Birds,The Birds,0,1963,\N,119,"Drama,Horror,Mystery"
tt0058414,movie,Nothing But a Man,Nothing But a Man,0,1964,\N,95,"Drama,Romance"
tt0058946,movie,The Battle of Algiers,La battaglia di Algeri,0,1966,\N,121,"Drama,War"
tt0059037,movie,The Cincinnati Kid,The Cincinnati Kid,0,1965,\N,102,Drama
tt0060397,movie,Fantastic Voyage,Fantastic Voyage,0,1966,\N,100,"Adventure,Sci-Fi"
tt0060490,movie,Harper,Harper,0,1966,\N,121,"Crime,Drama,Mystery"
tt0061418,movie,Bonnie and Clyde,Bonnie and Clyde,0,1967,\N,111,"Action,Biography,Crime"
tt0061512,movie,Cool Hand Luke,Cool Hand Luke,0,1967,\N,127,"Crime,Drama"
tt0061619,movie,El Dorado,El Dorado,0,1966,\N,126,"Drama,Romance,Western"
tt0061722,movie,The Graduate,The Graduate,0,1967,\N,106,"Comedy,Drama,Romance"
tt0061852,movie,The Jungle Book,The Jungle Book,0,1967,\N,78,"Adventure,Animation,Comedy"
tt0062622,movie,2001: A Space Odyssey,2001: A Space Odyssey,0,1968,\N,149,"Adventure,Sci-Fi"
tt0063426,movie,Petulia,Petulia,0,1968,\N,105,"Drama,Romance"
tt0063442,movie,Planet of the Apes,Planet of the Apes,0,1968,\N,112,"Adventure,Sci-Fi"
tt0064665,movie,Midnight Cowboy,Midnight Cowboy,0,1969,\N,113,Drama
tt0065214,movie,The Wild Bunch,The Wild Bunch,0,1969,\N,135,"Action,Adventure,Drama"
tt0065462,movie,Beneath the Planet of the Apes,Beneath the Planet of the Apes,0,1970,\N,95,"Action,Adventure,Sci-Fi"
tt0065528,movie,Catch-22,Catch-22,0,1970,\N,122,"Comedy,Drama,War"
tt0065724,movie,Five Easy Pieces,Five Easy Pieces,0,1970,\N,98,Drama
tt0066026,movie,M*A*S*H,MASH,0,1970,\N,116,"Comedy,Drama,War"
tt0066249,movie,The Private Life of Sherlock Holmes,The Private Life of Sherlock Holmes,0,1970,\N,125,"Adventure,Comedy,Crime"
tt0066302,movie,The Rise and Rise of Michael Rimmer,The Rise and Rise of Michael Rimmer,0,1970,\N,100,Comedy
tt0066434,movie,THX 1138,THX 1138,0,1971,\N,86,"Drama,Sci-Fi,Thriller"
tt0066921,movie,A Clockwork Orange,A Clockwork Orange,0,1971,\N,136,"Crime,Sci-Fi"
tt0067023,tvMovie,Duel,Duel,0,1971,\N,90,"Action,Thriller"
tt0067116,movie,The French Connection,The French Connection,0,1971,\N,104,"Action,Crime,Drama"
tt0067180,movie,"Happy Birthday, Wanda June","Happy Birthday, Wanda June",0,1971,\N,105,"Comedy,Drama"
tt0067185,movie,Harold and Maude,Harold and Maude,0,1971,\N,91,"Comedy,Drama,Romance"
tt0067217,movie,The Hospital,The Hospital,0,1971,\N,103,"Comedy,Drama,Mystery"
tt0067309,movie,Klute,Klute,0,1971,\N,114,"Crime,Mystery,Thriller"
tt0067525,movie,The Omega Man,The Omega Man,0,1971,\N,98,"Action,Drama,Sci-Fi"
tt0067588,movie,Play Misty for Me,Play Misty for Me,0,1971,\N,102,"Drama,Thriller"
tt0067893,movie,Two-Lane Blacktop,Two-Lane Blacktop,0,1971,\N,102,Drama
tt0067927,movie,Vanishing Point,Vanishing Point,0,1971,\N,99,"Action,Crime,Thriller"
tt0067991,movie,Willard,Willard,0,1971,\N,95,Horror
tt0068327,movie,Cabaret,Cabaret,0,1972,\N,124,"Drama,Music,Musical"
tt0068408,movie,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,0,1972,\N,88,"Action,Sci-Fi"
tt0068451,movie,The Day the Clown Cried,The Day the Clown Cried,0,1972,\N,90,Drama
tt0068473,movie,Deliverance,Deliverance,0,1972,\N,109,"Adventure,Drama,Thriller"
tt0068638,movie,The Getaway,The Getaway,0,1972,\N,123,"Action,Crime,Thriller"
tt0068646,movie,The Godfather,The Godfather,0,1972,\N,175,"Crime,Drama"
tt0068762,movie,Jeremiah Johnson,Jeremiah Johnson,0,1972,\N,108,"Adventure,Drama,Western"
tt0069113,movie,The Poseidon Adventure,The Poseidon Adventure,0,1972,\N,117,"Action,Adventure,Drama"
tt0069303,movie,Sounder,Sounder,0,1972,\N,105,"Drama,Family"
tt0069704,movie,American Graffiti,American Graffiti,0,1973,\N,110,"Comedy,Drama"
tt0069762,movie,Badlands,Badlands,0,1973,\N,94,"Action,Crime,Drama"
tt0069945,movie,Dark Star,Dark Star,0,1974,\N,83,"Comedy,Sci-Fi"
tt0070034,movie,Enter the Dragon,Enter the Dragon,0,1973,\N,102,"Action,Crime,Thriller"
tt0070047,movie,The Exorcist,The Exorcist,0,1973,\N,122,Horror
tt0070328,movie,Live and Let Die,Live and Let Die,0,1973,\N,121,"Action,Adventure,Thriller"
tt0070334,movie,The Long Goodbye,The Long Goodbye,0,1973,\N,112,"Comedy,Crime,Drama"
tt0070355,movie,Magnum Force,Magnum Force,0,1973,\N,124,"Action,Crime,Mystery"
tt0070379,movie,Mean Streets,Mean Streets,0,1973,\N,112,"Crime,Drama,Thriller"
tt0070518,movie,Pat Garrett & Billy the Kid,Pat Garrett and Billy the Kid,0,1973,\N,122,"Biography,Drama,Western"
tt0070666,movie,Serpico,Serpico,0,1973,\N,130,"Biography,Crime,Drama"
tt0070735,movie,The Sting,The Sting,0,1973,\N,129,"Comedy,Crime,Drama"
tt0070849,movie,Last Tango in Paris,Ultimo tango a Parigi,0,1972,\N,129,"Drama,Romance"
tt0071230,movie,Blazing Saddles,Blazing Saddles,0,1974,\N,93,"Comedy,Western"
tt0071315,movie,Chinatown,Chinatown,0,1974,\N,130,"Drama,Mystery,Thriller"
tt0071562,movie,The Godfather Part II,The Godfather Part II,0,1974,\N,202,"Crime,Drama"
tt0071970,movie,The Parallax View,The Parallax View,0,1974,\N,102,"Drama,Mystery,Thriller"
tt0072431,movie,Young Frankenstein,Young Frankenstein,0,1974,\N,106,Comedy
tt0072684,movie,Barry Lyndon,Barry Lyndon,0,1975,\N,185,"Adventure,Drama,War"
tt0072890,movie,Dog Day Afternoon,Dog Day Afternoon,0,1975,\N,125,"Biography,Crime,Drama"
tt0073018,movie,French Connection II,French Connection II,0,1975,\N,119,"Action,Crime,Drama"
tt0073092,movie,Hard Times,Hard Times,0,1975,\N,93,"Crime,Drama,Sport"
tt0073195,movie,Jaws,Jaws,0,1975,\N,124,"Adventure,Drama,Thriller"
tt0073349,movie,Mandingo,Mandingo,0,1975,\N,127,"Drama,History,Romance"
tt0073440,movie,Nashville,Nashville,0,1975,\N,160,"Comedy,Drama,Music"
tt0073629,movie,The Rocky Horror Picture Show,The Rocky Horror Picture Show,0,1975,\N,100,"Comedy,Horror,Musical"
tt0073692,movie,Shampoo,Shampoo,0,1975,\N,110,"Comedy,Drama"
tt0073705,movie,Shivers,Shivers,0,1975,\N,87,"Horror,Sci-Fi"
tt0073747,movie,The Stepford Wives,The Stepford Wives,0,1975,\N,115,"Horror,Mystery,Sci-Fi"
tt0073802,movie,Three Days of the Condor,Three Days of the Condor,0,1975,\N,117,"Crime,Mystery,Thriller"
tt0073906,movie,The Wind and the Lion,The Wind and the Lion,0,1975,\N,119,"Action,Adventure,Drama"
tt0073918,movie,The Yakuza,The Yakuza,0,1974,\N,112,"Action,Crime,Drama"
tt0074119,movie,All the President's Men,All the President's Men,0,1976,\N,138,"Drama,History,Thriller"
tt0074512,movie,Family Plot,Family Plot,0,1976,\N,120,"Comedy,Crime,Drama"
tt0074812,movie,Logan's Run,Logan's Run,0,1976,\N,119,"Action,Adventure,Sci-Fi"
tt0074958,movie,Network,Network,0,1976,\N,121,Drama
tt0074991,movie,Obsession,Obsession,0,1976,\N,98,"Drama,Mystery,Thriller"
tt0075029,movie,The Outlaw Josey Wales,The Outlaw Josey Wales,0,1976,\N,135,"Drama,Western"
tt0075148,movie,Rocky,Rocky,0,1976,\N,120,"Drama,Sport"
tt0075194,movie,The Seven-Per-Cent Solution,The Seven-Per-Cent Solution,0,1976,\N,113,"Adventure,Comedy,Crime"
tt0075223,movie,Silver Streak,Silver Streak,0,1976,\N,114,"Action,Comedy,Crime"
tt0075314,movie,Taxi Driver,Taxi Driver,0,1976,\N,114,"Crime,Drama"
tt0075612,movie,3 Women,3 Women,0,1977,\N,124,"Drama,Mystery,Thriller"
tt0075686,movie,Annie Hall,Annie Hall,0,1977,\N,93,"Comedy,Romance"
tt0076095,movie,The Goodbye Girl,The Goodbye Girl,0,1977,\N,111,"Comedy,Drama,Romance"
tt0076590,movie,Rabid,Rabid,0,1977,\N,91,"Horror,Sci-Fi"
tt0076637,movie,Rolling Thunder,Rolling Thunder,0,1977,\N,100,"Crime,Drama,Thriller"
tt0076729,movie,Smokey and the Bandit,Smokey and the Bandit,0,1977,\N,96,"Action,Adventure,Comedy"
tt0076759,movie,Star Wars: Episode IV - A New Hope,Star Wars,0,1977,\N,121,"Action,Adventure,Fantasy"
tt0077294,movie,Capricorn One,Capricorn One,0,1977,\N,123,"Action,Adventure,Drama"
tt0077405,movie,Days of Heaven,Days of Heaven,0,1978,\N,94,"Drama,Romance"
tt0077416,movie,The Deer Hunter,The Deer Hunter,0,1978,\N,183,"Drama,War"
tt0077474,movie,The Driver,The Driver,0,1978,\N,91,"Action,Crime,Thriller"
tt0077651,movie,Halloween,Halloween,0,1978,\N,91,"Horror,Thriller"
tt0077681,movie,The Hills Have Eyes,The Hills Have Eyes,0,1977,\N,90,"Horror,Thriller"
tt0077766,movie,Jaws 2,Jaws 2,0,1978,\N,116,"Adventure,Horror,Thriller"
tt0077928,movie,Midnight Express,Midnight Express,0,1978,\N,121,"Biography,Crime,Drama"
tt0078444,movie,An Unmarried Woman,An Unmarried Woman,0,1978,\N,124,"Comedy,Drama,Romance"
tt0078748,movie,Alien,Alien,0,1979,\N,117,"Horror,Sci-Fi"
tt0078788,movie,Apocalypse Now,Apocalypse Now,0,1979,\N,147,"Drama,Mystery,War"
tt0078841,movie,Being There,Being There,0,1979,\N,130,"Comedy,Drama"
tt0078902,movie,Breaking Away,Breaking Away,0,1979,\N,101,"Comedy,Drama,Sport"
tt0079100,movie,The Electric Horseman,The Electric Horseman,0,1979,\N,121,"Comedy,Drama,Romance"
tt0079116,movie,Escape from Alcatraz,Escape from Alcatraz,0,1979,\N,112,"Action,Biography,Crime"
tt0079268,movie,Hanover Street,Hanover Street,0,1979,\N,109,"Action,Adventure,Drama"
tt0079271,movie,Hardcore,Hardcore,0,1979,\N,108,"Crime,Drama"
tt0079308,movie,Hot Stuff,Hot Stuff,0,1979,\N,91,"Action,Comedy,Crime"
tt0079367,movie,The Jerk,The Jerk,0,1979,\N,94,Comedy
tt0079417,movie,Kramer vs. Kramer,Kramer vs. Kramer,0,1979,\N,105,Drama
tt0079638,movie,Norma Rae,Norma Rae,0,1979,\N,114,Drama
tt0079660,movie,Old Boyfriends,Old Boyfriends,0,1979,\N,103,Drama
tt0079817,movie,Rocky II,Rocky II,0,1979,\N,119,"Drama,Sport"
tt0079945,movie,Star Trek: The Motion Picture,Star Trek: The Motion Picture,0,1979,\N,143,"Adventure,Mystery,Sci-Fi"
tt0080025,movie,Time After Time,Time After Time,0,1979,\N,112,"Adventure,Drama,Sci-Fi"
tt0080319,movie,9 to 5,Nine to Five,0,1980,\N,109,Comedy
tt0080339,movie,Airplane!,Airplane!,0,1980,\N,88,Comedy
tt0080365,movie,American Gigolo,American Gigolo,0,1980,\N,117,"Crime,Drama,Mystery"
tt0080487,movie,Caddyshack,Caddyshack,0,1980,\N,98,"Comedy,Sport"
tt0080549,movie,Coal Miner's Daughter,Coal Miner's Daughter,0,1980,\N,124,"Biography,Drama,Music"
tt0080678,movie,The Elephant Man,The Elephant Man,0,1980,\N,124,"Biography,Drama"
tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,0,1980,\N,124,"Action,Adventure,Fantasy"
tt0080745,movie,Flash Gordon,Flash Gordon,0,1980,\N,111,"Action,Adventure,Sci-Fi"
tt0080761,movie,Friday the 13th,Friday the 13th,0,1980,\N,95,"Horror,Mystery,Thriller"
tt0080798,movie,Gloria,Gloria,0,1980,\N,123,"Crime,Drama,Thriller"
tt0080979,movie,Kagemusha: The Shadow Warrior,Kagemusha,0,1980,\N,162,"Drama,History,War"
tt0081150,movie,Melvin and Howard,Melvin and Howard,0,1980,\N,95,"Comedy,Drama"
tt0081184,movie,Motel Hell,Motel Hell,0,1980,\N,101,"Comedy,Horror,Thriller"
tt0081207,movie,My Bodyguard,My Bodyguard,0,1980,\N,102,"Comedy,Drama,Family"
tt0081283,movie,Ordinary People,Ordinary People,0,1980,\N,124,Drama
tt0081375,movie,Private Benjamin,Private Benjamin,0,1980,\N,109,"Comedy,War"
tt0081383,movie,Prom Night,Prom Night,0,1980,\N,92,"Horror,Mystery,Thriller"
tt0081398,movie,Raging Bull,Raging Bull,0,1980,\N,129,"Biography,Drama,Sport"
tt0081455,movie,Scanners,Scanners,0,1981,\N,103,"Horror,Sci-Fi,Thriller"
tt0081480,movie,Seems Like Old Times,Seems Like Old Times,0,1980,\N,102,"Comedy,Romance"
tt0081505,movie,The Shining,The Shining,0,1980,\N,146,"Drama,Horror"
tt0081534,movie,Somewhere in Time,Somewhere in Time,0,1980,\N,103,"Drama,Fantasy,Romance"
tt0081568,movie,The Stunt Man,The Stunt Man,0,1980,\N,131,"Action,Comedy,Drama"
tt0081573,movie,Superman II,Superman II,0,1980,\N,127,"Action,Adventure,Sci-Fi"
tt0082010,movie,An American Werewolf in London,An American Werewolf in London,0,1981,\N,97,"Comedy,Horror"
tt0082031,movie,Arthur,Arthur,0,1981,\N,97,"Comedy,Romance"
tt0082089,movie,Body Heat,Body Heat,0,1981,\N,113,"Crime,Drama,Romance"
tt0082288,movie,Dragonslayer,Dragonslayer,0,1981,\N,109,"Action,Adventure,Fantasy"
tt0082340,movie,Escape from New York,Escape from New York,0,1981,\N,99,"Action,Adventure,Sci-Fi"
tt0082398,movie,For Your Eyes Only,For Your Eyes Only,0,1981,\N,127,"Action,Adventure,Thriller"
tt0082449,movie,Ghost Story,Ghost Story,0,1981,\N,110,"Drama,Horror,Thriller"
tt0082474,movie,The Great Muppet Caper,The Great Muppet Caper,0,1981,\N,97,"Adventure,Comedy,Crime"
tt0082495,movie,Halloween II,Halloween II,0,1981,\N,92,Horror
tt0082533,movie,The Howling,The Howling,0,1981,\N,91,Horror
tt0082763,movie,Modern Problems,Modern Problems,0,1981,\N,93,"Comedy,Fantasy,Sci-Fi"
tt0082846,movie,On Golden Pond,On Golden Pond,0,1981,\N,109,Drama
tt0082971,movie,Raiders of the Lost Ark,Raiders of the Lost Ark,0,1981,\N,115,"Action,Adventure"
tt0083190,movie,Thief,Thief,0,1981,\N,123,"Action,Crime,Drama"
tt0083511,movie,48 Hrs.,48 Hrs.,0,1982,\N,96,"Action,Comedy,Crime"
tt0083530,movie,Airplane II: The Sequel,Airplane II: The Sequel,0,1982,\N,85,"Comedy,Sci-Fi"
tt0083658,movie,Blade Runner,Blade Runner,0,1982,\N,117,"Action,Drama,Sci-Fi"
tt0083767,movie,Creepshow,Creepshow,0,1982,\N,120,"Comedy,Fantasy,Horror"
tt0083833,movie,Diner,Diner,0,1982,\N,110,"Comedy,Drama"
tt0083908,movie,Evil Under the Sun,Evil Under the Sun,0,1982,\N,117,"Crime,Drama,Mystery"
tt0083929,movie,Fast Times at Ridgemont High,Fast Times at Ridgemont High,0,1982,\N,90,"Comedy,Drama"
tt0083967,movie,Frances,Frances,0,1982,\N,140,"Biography,Drama,Romance"
tt0083972,movie,Friday the 13th: Part 3,Friday the 13th Part III,0,1982,\N,95,"Horror,Thriller"
tt0083987,movie,Gandhi,Gandhi,0,1982,\N,191,"Biography,Drama,History"
tt0084434,movie,An Officer and a Gentleman,An Officer and a Gentleman,0,1982,\N,124,"Drama,Romance"
tt0084602,movie,Rocky III,Rocky III,0,1982,\N,99,"Drama,Sport"
tt0084675,movie,Shoot the Moon,Shoot the Moon,0,1982,\N,124,Drama
tt0084726,movie,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,0,1982,\N,113,"Action,Adventure,Sci-Fi"
tt0084805,movie,Tootsie,Tootsie,0,1982,\N,116,"Comedy,Drama,Romance"
tt0084827,movie,Tron,Tron,0,1982,\N,96,"Action,Adventure,Sci-Fi"
tt0084855,movie,The Verdict,The Verdict,0,1982,\N,129,Drama
tt0085333,movie,Christine,Christine,0,1983,\N,110,"Horror,Thriller"
tt0085382,movie,Cujo,Cujo,0,1983,\N,93,"Horror,Thriller"
tt0085750,movie,Jaws 3-D,Jaws 3-D,0,1983,\N,99,"Adventure,Horror,Thriller"
tt0085780,movie,The Keep,The Keep,0,1983,\N,96,"Drama,Fantasy,Horror"
tt0085794,movie,The King of Comedy,The King of Comedy,0,1982,\N,109,"Comedy,Crime,Drama"
tt0085859,movie,Local Hero,Local Hero,0,1983,\N,111,"Comedy,Drama"
tt0086034,movie,Octopussy,Octopussy,0,1983,\N,131,"Action,Adventure,Thriller"
tt0086066,movie,The Outsiders,The Outsiders,0,1983,\N,91,"Crime,Drama"
tt0086122,movie,The Ploughman's Lunch,The Ploughman's Lunch,0,1983,\N,107,Drama
tt0086154,movie,Psycho II,Psycho II,0,1983,\N,113,"Crime,Horror,Mystery"
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,\N,131,"Action,Adventure,Fantasy"
tt0086200,movie,Risky Business,Risky Business,0,1983,\N,99,"Comedy,Crime,Drama"
tt0086250,movie,Scarface,Scarface,0,1983,\N,170,"Crime,Drama"
tt0086336,movie,Something Wicked This Way Comes,Something Wicked This Way Comes,0,1983,\N,95,"Fantasy,Mystery,Thriller"
tt0086393,movie,Superman III,Superman III,0,1983,\N,125,"Action,Adventure,Comedy"
tt0086423,movie,Tender Mercies,Tender Mercies,0,1983,\N,92,"Drama,Music"
tt0086425,movie,Terms of Endearment,Terms of Endearment,0,1983,\N,132,"Comedy,Drama"
tt0086465,movie,Trading Places,Trading Places,0,1983,\N,116,Comedy
tt0086510,movie,Under Fire,Under Fire,0,1983,\N,128,"Drama,War"
tt0086856,movie,The Adventures of Buckaroo Banzai Across the 8th Dimension,The Adventures of Buckaroo Banzai Across the 8th Dimension,0,1984,\N,103,"Adventure,Comedy,Sci-Fi"
tt0086879,movie,Amadeus,Amadeus,0,1984,\N,160,"Biography,Drama,Music"
tt0086927,movie,Bachelor Party,Bachelor Party,0,1984,\N,105,Comedy
tt0086979,movie,Blood Simple,Blood Simple,0,1984,\N,99,"Crime,Drama,Thriller"
tt0087050,movie,Children of the Corn,Children of the Corn,0,1984,\N,92,"Horror,Thriller"
tt0087054,movie,Choose Me,Choose Me,0,1984,\N,106,"Comedy,Drama,Romance"
tt0087062,movie,City Heat,City Heat,0,1984,\N,97,"Action,Comedy,Crime"
tt0087182,movie,Dune,Dune,0,1984,\N,137,"Action,Adventure,Sci-Fi"
tt0087262,movie,Firestarter,Firestarter,0,1984,\N,114,"Action,Horror,Sci-Fi"
tt0087332,movie,Ghostbusters,Ghostbusters,0,1984,\N,105,"Action,Comedy,Fantasy"
tt0087363,movie,Gremlins,Gremlins,0,1984,\N,106,"Comedy,Fantasy,Horror"
tt0087469,movie,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,0,1984,\N,118,"Action,Adventure"
tt0087538,movie,The Karate Kid,The Karate Kid,0,1984,\N,126,"Action,Drama,Family"
tt0087747,movie,Moscow on the Hudson,Moscow on the Hudson,0,1984,\N,115,"Comedy,Drama,Romance"
tt0087800,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,0,1984,\N,91,Horror
tt0087843,movie,Once Upon a Time in America,Once Upon a Time in America,0,1984,\N,229,"Crime,Drama"
tt0087957,movie,Purple Rain,Purple Rain,0,1984,\N,111,"Drama,Music,Romance"
tt0087995,movie,Repo Man,Repo Man,0,1984,\N,92,"Action,Comedy,Crime"
tt0088128,movie,Sixteen Candles,Sixteen Candles,0,1984,\N,93,"Comedy,Romance"
tt0088170,movie,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,0,1984,\N,105,"Action,Adventure,Sci-Fi"
tt0088172,movie,Starman,Starman,0,1984,\N,115,"Romance,Sci-Fi"
tt0088206,movie,Supergirl,Supergirl,0,1984,\N,124,"Action,Adventure,Fantasy"
tt0088247,movie,The Terminator,The Terminator,0,1984,\N,107,"Action,Adventure,Sci-Fi"
tt0088683,movie,Agnes of God,Agnes of God,0,1985,\N,98,"Drama,Mystery"
